County_Name,Net_migration_rate_of_population
Lake,-21.35231317
Lawrence,4.925248686
Lincoln,28.51829924
Lyman,-16.34805537
McCook,-7.151157594
McPherson,-8.368200837
Marshall,-3.652597403
Meade,2.759303806
Mellette,7.814407814
Miner,3.167420815
Minnehaha,3.571744688
Moody,7.340571953
Oglala Lakota,-18.66142837
Pennington,10.98682025
Perkins,-19.74709856
Potter,-21.56457903
Roberts,-3.370245546
Sanborn,-29.11392405
Spink,-18.81804044
Stanley,16.68029436
Sully,6.502890173
Todd,-17.23631378
Tripp,-14.81888035
Turner,-5.831250744
Union,18.47501746
Walworth,-9.897360704
Yankton,0.131656902
Ziebach,5.090909091
Anderson,10.88311095
Bedford,7.505639345
Benton,0.432018762
Bledsoe,14.55905433
Blount,14.46945946
Bradley,8.70979736
Campbell,4.821879277
Cannon,14.6301257
Carroll,-4.018513867
Carter,4.645060634
Cheatham,2.907513952
Chester,1.852816861
Claiborne,6.42542588
Clay,-3.531258174
Cocke,7.848376054
Coffee,10.72982375
Crockett,-2.383790226
Cumberland,18.4104176
Davidson,-1.080409631
Decatur,1.198527523
DeKalb,17.92088226
Dickson,7.393336686
Dyer,-3.03579824
Fayette,14.51847862
Fentress,14.87311711
Franklin,7.511022902
Gibson,0.793457031
Giles,3.055508403
Grainger,10.97789354
Greene,2.213653759
Grundy,7.245564893
Hamblen,3.905435966
Hamilton,8.212026548
Hancock,12.59388514
Hardeman,-6.159837857
Hardin,3.116174895
Hawkins,5.198283685
Haywood,0.057718392
Henderson,4.991087344
Henry,5.936828435
Hickman,7.970509116
Houston,-2.312138728
Humphreys,2.962324617
Jackson,6.620549166
Jefferson,12.46002562
Johnson,5.51150104
Knox,7.356623257
Lake,-49.92026624
Lauderdale,-14.7975983
Lawrence,7.416423055
Lewis,16.02169091
Lincoln,6.593246299
Loudon,20.7559496
McMinn,9.819845048
McNairy,-1.203322723
Macon,10.26773844
Madison,1.809936243
Marion,11.85983828
Marshall,14.66684267
Maury,18.85030945
Meigs,11.8127756
Monroe,7.908289698
Montgomery,7.680332123
Moore,3.398995751
Morgan,-4.704567157
Obion,-3.844687868
Overton,11.55521452
Perry,3.472652859
Pickett,5.544005544
Polk,-1.007407407
Putnam,19.03371183
Rhea,8.232694694
Roane,7.070517629
Robertson,6.000335683
Rutherford,17.0185042
Scott,3.265602322
Sequatchie,9.158672327
Sevier,4.068418772
Shelby,-3.852618398
Smith,9.31831772
Stewart,9.877807858
Sullivan,7.608871108
Sumner,17.50916776
Tipton,-0.470874772
Trousdale,20.97056056
Unicoi,9.46646128
Union,14.87607473
Van Buren,16.33003868
Warren,10.96184062
Washington,6.665736564
Wayne,6.66506545
Weakley,-1.018863967
White,12.30916206
Williamson,22.99793788
Wilson,22.59016635
Anderson,-1.244501292
Andrews,32.51988234
Angelina,-1.924794698
Aransas,10.05196354
Archer,-8.346374544
Armstrong,5.310674456
Atascosa,11.01749199
Austin,0.500025001
Bailey,-14.27042455
Bandera,16.25130708
Bastrop,20.08920932
Baylor,-13.8378989
Bee,0.399803174
Bell,10.74728429
Bexar,4.934825124
Blanco,28.58475762
Borden,9.223674097
Bosque,6.592699791
Bowie,-5.499296539
Brazoria,8.601212943
Brazos,8.589162007
Brewster,-9.201623816
Briscoe,19.6206671
Brooks,-4.368658399
Brown,2.748269119
Burleson,6.253738648
Burnet,17.42426622
Caldwell,7.325079182
Calhoun,-12.10450063
Callahan,-1.145598396
Cameron,-5.668979844
Camp,4.985236032
Carson,-11.3969664
Cass,0.798243864
Castro,-13.89072629
Chambers,30.79103923
Cherokee,1.847144068
Childress,-3.556528281
Clay,6.69248052
Cochran,-3.166783955
Coke,13.05250668
Coleman,-18.98198525
Collin,23.59152875
Collingsworth,-5.458887752
Colorado,8.318145708
Comal,50.50106785
Comanche,10.15639374
Concho,17.74819745
Cooke,15.63092428
Coryell,10.32569745
Cottle,11.51079137
Crane,1.465661642
Crockett,4.925394756
Crosby,-4.52134597
Culberson,-16.49484536
Dallam,-19.32830706
Dallas,-5.753992599
Dawson,5.526388505
Deaf Smith,-17.55374829
Delta,-0.937822376
Denton,26.02139354
DeWitt,2.831172702
Dickens,-1.806276812
Dimmit,-10.82730449
Donley,-9.707265281
Duval,-0.807030129
Eastland,5.398184247
Ector,15.61324017
Edwards,10.41666667
Ellis,26.82556784
El Paso,-4.356638145
Erath,7.748377904
Falls,2.722428174
Fannin,12.6168687
Fayette,4.859355247
Fisher,5.228074762
Floyd,-15.48499348
Foard,-26.42796249
Fort Bend,22.31197129
Franklin,-2.976328884
Freestone,-3.341264618
Frio,0.049361996
Gaines,17.11098506
Galveston,9.641219005
Garza,-5.131494548
Gillespie,15.23561185
Glasscock,7.857142857
Goliad,7.870916962
Gonzales,-0.768898073
Gray,-7.783872363
Grayson,16.91117375
Gregg,3.06639266
Grimes,18.50588585
Guadalupe,17.49045053
Hale,-10.5613318
Hall,-19.36884288
Hamilton,1.180776951
Hansford,-20.60907167
Hardeman,3.052658357
Hardin,7.51466755
Harris,-1.18381369
Harrison,-0.796172364
Hartley,-12.87208367
Haskell,-2.817645505
Hays,26.33269816
Hemphill,-12.52609603
Henderson,10.25236593
Hidalgo,-3.530896791
Hill,13.89842613
Hockley,-2.391720299
Hood,25.72648169
Hopkins,7.77545989
Houston,-0.347554088
Howard,17.8814972
Hudspeth,15.71221832
Hunt,18.02254098
Hutchinson,-10.6522101
Irion,11.14023591
Jack,11.48648649
Jackson,-9.461377306
Jasper,-6.479845157
Jeff Davis,15.05423954
Jefferson,-9.762301431
Jim Hogg,1.732101617
Jim Wells,-9.281370787
Johnson,23.05887507
Jones,10.96397907
Karnes,-4.350468635
Kaufman,53.85107003
Kendall,39.03949094
Kenedy,-92.74673008
Kent,52.41935484
Kerr,7.675094034
Kimble,3.688760807
King,-29.19708029
Kinney,-5.979073244
Kleberg,-6.514445784
Knox,-0.546000546
Lamar,3.494396915
Lamb,-18.15663948
Lampasas,14.05009163
La Salle,-3.197229068
Lavaca,2.930366544
Lee,5.766542405
Leon,9.173782599
Liberty,23.47992484
Limestone,5.130397606
Lipscomb,-34.37262357
Live Oak,3.120509136
Llano,17.46745017
Loving,126.1829653
Lubbock,5.228115355
Lynn,12.88244767
McCulloch,3.131654766
McLennan,4.686591532
McMullen,17.63907734
Madison,-7.749502566
Marion,0.910516465
Martin,9.954593084
Mason,5.156451424
Matagorda,-1.966971274
Maverick,-3.487239098
Medina,11.36208344
Menard,13.15171442
Midland,14.03802059
Milam,-8.141493543
Mills,6.560065601
Mitchell,-1.757469244
Montague,14.61854728
Montgomery,23.99844298
Moore,-18.37089213
Morris,8.019116277
Motley,-23.02631579
Nacogdoches,-1.88700955
Navarro,8.770785457
Newton,-6.874862868
Nolan,-6.776674686
Nueces,-3.38248288
Ochiltree,-10.7603289
Oldham,-8.983451537
Orange,-1.797806676
Palo Pinto,10.54027522
Panola,2.935082873
Parker,31.35099734
Parmer,-20.69964811
Pecos,1.522263098
Polk,30.22466143
Potter,-15.28844769
Presidio,-29.79351032
Rains,29.11479664
Randall,11.26538017
Reagan,19.77587343
Real,-1.154567759
Red River,-4.882893321
Reeves,24.19892661
Refugio,-9.463722397
Roberts,-51.36986301
Robertson,-10.84769486
Rockwall,38.30410638
Runnels,10.37080521
Rusk,1.913400241
Sabine,1.136471257
San Augustine,2.910678552
San Jacinto,5.523134639
San Patricio,-4.07793045
San Saba,1.485761453
Schleicher,-28.55631941
Scurry,-7.757720424
Shackelford,3.373715688
Shelby,-2.96554042
Sherman,-33.97027601
Smith,9.565405405
Somervell,12.9970261
Starr,-6.160674105
Stephens,-5.327366683
Sterling,-5.394990366
Stonewall,2.22057735
Sutton,3.98512221
Swisher,-3.916272789
Tarrant,3.538273899
Taylor,0.777254765
Terrell,-39.09205549
Terry,-5.591345569
Throckmorton,-3.327787022
Titus,-6.2296734
Tom Green,6.373991417
Travis,14.48903919
Trinity,3.885613007
Tyler,6.700399714
Upshur,13.55327256
Upton,-1.096791884
Uvalde,-6.389179495
Val Verde,-7.019477008
Van Zandt,11.53203739
Victoria,-1.424207173
Walker,-2.299684478
Waller,25.45100131
Ward,15.69156789
Washington,11.40407408
Webb,-6.636799258
Wharton,-2.046836434
Wheeler,-18.21029959
Wichita,1.552812674
Wilbarger,-1.409222579
Willacy,-7.615398991
Williamson,35.11107039
Wilson,14.95072384
Winkler,19.25513048
Wise,22.33343941
Wood,13.78230573
Yoakum,2.774085419
Young,3.389265474
Zapata,-5.295114374
Zavala,-14.8683271
Beaver,4.949381327
Box Elder,12.72622395
Cache,1.99458948
Carbon,8.944367997
Daggett,-31.18503119
Davis,2.009674744
Duchesne,-11.53431459
Emery,-0.79940045
Garfield,7.36098677
Grand,4.218106996
Iron,30.59981212
Juab,21.90645352
Kane,25.3164557
Millard,7.870105062
Morgan,5.897009967
Piute,28.11107302
Rich,2.834581899
Salt Lake,1.72186136
San Juan,-7.043631383
Sanpete,8.170306956
Sevier,0.139156249
Summit,-0.047599215
Tooele,22.46780271
Uintah,0.702849351
Utah,8.290962866
Wasatch,21.23350904
Washington,29.13013465
Wayne,12.63470829
Weber,9.102362815
Addison,-1.412084182
Bennington,2.112973658
Caledonia,-7.903169569
Chittenden,-0.568207854
Essex,-10.16374929
Franklin,-0.628420839
Grand Isle,15.89403974
Lamoille,0.86858677
Orange,1.142263759
Orleans,7.904111622
Rutland,-4.007295333
Washington,5.648650505
Windham,-7.919205251
Windsor,-0.689242378
Accomack,-4.807618226
Albemarle,7.248274056
Alleghany,-0.536085238
Amelia,6.793374552
Amherst,0.031601068
Appomattox,2.075993961
Arlington,-4.453683594
Augusta,3.33569391
Bath,-17.61904762
Bedford,3.901722205
Bland,2.702058333
Botetourt,6.050530919
Brunswick,-1.289649031
Buchanan,-11.37516815
Buckingham,7.955309877
Campbell,-2.763083747
Caroline,-2.57010866
Carroll,7.928509037
Charles City,0.572942777
Charlotte,-1.76292814
Chesterfield,9.382626593
Clarke,8.85684861
Craig,9.967751393
Culpeper,11.83908046
Cumberland,11.11728738
Dickenson,-8.736652337
Dinwiddie,-0.1049373
Essex,6.041466429
Fairfax,-7.898971905
Fauquier,6.555574353
Floyd,0.570721963
Fluvanna,10.92896175
Franklin,1.42560566
Frederick,10.65999572
Giles,-1.611026582
Gloucester,3.293657701
Goochland,24.09946351
Grayson,0
Greene,2.530940751
Greensville,-6.763879129
Halifax,-3.554015156
Hanover,7.72413022
Henrico,2.440092693
Henry,-2.893501432
Highland,-1.81900864
Isle of Wight,4.400588545
James City,7.249796796
King and Queen,2.132196162
King George,4.003891633
King William,9.804209352
Lancaster,4.88285835
Lee,-4.333142165
Loudoun,11.24459747
Louisa,21.48571429
Lunenburg,2.048256933
Madison,0.980798974
Mathews,11.80074889
Mecklenburg,4.378298018
Middlesex,-8.538587849
Montgomery,-1.380241238
Nelson,5.437701396
New Kent,30.91966173
Northampton,1.533807678
Northumberland,1.731030788
Nottoway,-7.443196657
Orange,9.395918478
Page,-0.543092284
Patrick,1.871225653
Pittsylvania,-4.453424601
Powhatan,14.882267
Prince Edward,-3.369213267
Prince George,7.727975271
Prince William,-0.565894701
Pulaski,3.289908499
Rappahannock,5.980292219
Richmond,9.670427388
Roanoke,4.98215348
Rockbridge,-2.249966912
Rockingham,7.426061063
Russell,-2.95985463
Scott,1.017623387
Shenandoah,4.064807266
Smyth,-4.920902276
Southampton,0.113173382
Spotsylvania,12.90031307
Stafford,13.9343125
Surry,-4.656577416
Sussex,-3.482142857
Tazewell,-6.098979829
Warren,2.394910815
Washington,-1.447030341
Westmoreland,13.34003126
Wise,-9.274761487
Wythe,3.032309784
York,3.493424143
Alexandria City,-8.835248056
Bristol City,11.12207373
Buena Vista City,-4.933703361
Charlottesville City,-10.48832989
Chesapeake City,6.371178627
Colonial Heights City,-11.75660951
Covington City,-5.937387549
Danville City,-9.641480674
Emporia City,1.120552806
Fairfax City,-7.330764075
Falls Church City,2.06298996
Franklin City,-20.80219233
Fredericksburg City,-12.47272665
Galax City,7.562032296
Hampton City,-1.443237613
Harrisonburg City,-14.553444
Hopewell City,0.088875064
Lexington City,12.34484162
Lynchburg City,5.542064021
Manassas City,-12.2487246
Manassas Park City,-12.27412206
Martinsville City,-1.350224376
Newport News City,-2.141171998
Norfolk City,-8.508678317
Norton City,4.275116308
Petersburg City,3.20502548
Poquoson City,9.001636661
Portsmouth City,-7.46505382
Radford City,5.612104539
Richmond City,1.005097279
Roanoke City,0.40373047
Salem City,1.620745543
Staunton City,15.27457874
Suffolk City,9.154317987
Virginia Beach City,-4.603127504
Waynesboro City,-0.310001993
Williamsburg City,-3.338229403
Winchester City,1.284796574
Adams,-2.064503135
Asotin,0.486747201
Benton,9.840365218
Chelan,3.715443775
Clallam,15.67434788
Clark,10.28393223
Columbia,-12.21335992
Cowlitz,15.37304247
Douglas,10.76840957
Ferry,1.048149361
Franklin,1.099220505
Garfield,-6.270996641
Grant,3.045189167
Grays Harbor,18.9034139
Island,8.962732039
Jefferson,21.51109166
King,5.884655398
Kitsap,5.710597708
Kittitas,9.591470517
Klickitat,12.9709836
Lewis,14.37520278
Lincoln,20.86314332
Mason,21.00675001
Okanogan,2.726410621
Pacific,24.91862162
Pend Oreille,13.25521787
Pierce,7.774348209
San Juan,28.87108857
Skagit,9.337068161
Skamania,13.16556954
Snohomish,5.957892342
Spokane,15.59820957
Stevens,12.18291972
Thurston,12.87912423
Wahkiakum,19.54397394
Walla Walla,1.86199794
Whatcom,15.35942822
Whitman,5.451611933
Yakima,-5.344660823
Barbour,-0.425170068
Berkeley,13.662878
Boone,-19.4885971
Braxton,-4.851425106
Brooke,-3.812290097
Cabell,-10.95253541
Calhoun,-9.912048025
Clay,-12.83023269
Doddridge,-9.527170078
Fayette,-7.167283459
Gilmer,-5.470389924
Grant,-5.0866454
Greenbrier,0.950269243
Hampshire,-5.415627955
Hancock,-2.45297034
Hardy,2.033405955
Harrison,-0.771799629
Jackson,-1.11749402
Jefferson,3.121821179
Kanawha,-9.209726274
Lewis,-1.566219772
Lincoln,-3.317720531
Logan,-14.01869159
McDowell,-24.71753383
Marion,1.105533911
Marshall,-5.769983049
Mason,-4.843433206
Mercer,-3.577483893
Mineral,0.408762379
Mingo,-15.27234268
Monongalia,-3.569011138
Monroe,3.162174371
Morgan,6.776054208
Nicholas,-9.405850277
Ohio,-2.574714856
Pendleton,-2.006736902
Pleasants,-5.078516539
Pocahontas,-12.96907835
Preston,-1.881018138
Putnam,-1.733102253
Raleigh,-6.47990619
Randolph,-1.773635431
Ritchie,-12.33032846
Roane,-11.80902702
Summers,-3.168944345
Taylor,-3.698952958
Tucker,-4.06504065
Tyler,-13.27101725
Upshur,-5.479113455
Wayne,-8.921033731
Webster,-13.79057847
Wetzel,-6.001846722
Wirt,2.751031637
Wood,-5.402568904
Wyoming,-11.02530477
Adams,0.443776041
Ashland,-2.375678192
Barron,1.770028984
Bayfield,6.187213093
Brown,0.022739892
Buffalo,-6.578695735
Burnett,5.45667143
Calumet,-3.23285539
Chippewa,7.346602779
Clark,-5.354135782
Columbia,2.002350586
Crawford,-6.420545746
Dane,4.317301448
Dodge,1.275103602
Door,8.360931647
Douglas,0.927074039
Dunn,3.780718337
Eau Claire,-0.985641217
Florence,5.122831529
Fond du Lac,2.451502878
Forest,3.670541127
Grant,-1.807878853
Green,1.10984787
Green Lake,4.131137122
Iowa,-4.219409283
Iron,10.19869879
Jackson,5.594065426
Jefferson,-4.970026735
Juneau,2.965465466
Kenosha,1.057647709
Kewaunee,1.763452448
La Crosse,-1.550472979
Lafayette,-3.659597444
Langlade,0.156148341
Lincoln,-1.954185213
Manitowoc,0.392414998
Marathon,-0.649175805
Marinette,1.560332871
Marquette,12.13216314
Menominee,-11.5834335
Milwaukee,-6.278877474
Monroe,-0.2381107
Oconto,3.405760752
Oneida,8.277143541
Outagamie,0.811177168
Ozaukee,1.716401167
Pepin,-0.274141594
Pierce,1.734117592
Polk,5.93009811
Portage,-3.290449224
Price,1.422794668
Racine,-3.244471156
Richland,-7.099771999
Rock,0.49658521
Rusk,6.645927602
St. Croix,7.218295218
Sauk,0.077663871
Sawyer,8.963721156
Shawano,1.395861393
Sheboygan,-0.303591487
Taylor,-2.210921954
Trempealeau,-0.541061495
Vernon,-1.104003637
Vilas,17.81383859
Walworth,3.30733109
Washburn,-1.457679754
Washington,3.499349858
Waukesha,3.597282824
Waupaca,1.488444967
Waushara,8.868815438
Winnebago,4.364251645
Wood,-0.342576035
Albany,0.154623235
Big Horn,-8.281573499
Campbell,-5.073402418
Carbon,-9.16472927
Converse,8.951965066
Crook,14.23913767
Fremont,-8.094186902
Goshen,-5.433347168
Hot Springs,-26.94577441
Johnson,2.723343793
Laramie,2.450028987
Lincoln,15.37873966
Natrona,5.835266894
Niobrara,-23.96972246
Park,-0.890349976
Platte,-10.29037791
Sheridan,9.982867686
Sublette,2.445361455
Sweetwater,-17.0655274
Teton,1.79744506
Uinta,-9.181104694
Washakie,-8.289758959
Weston,2.599090318
