County_Name,Real_GDP_in_thousands_of_chained_2012_dollars_per_capita_2018
Van Buren,15.61287524
Warren,30.81577916
Washington,42.50465176
Wayne,17.58118425
Weakley,33.30730554
White,24.01587536
Williamson,89.25451983
Wilson,31.51584914
Anderson,31.42215476
Andrews,297.3334629
Angelina,39.11135814
Aransas,25.92979613
Archer,42.59103448
Armstrong,28.66897286
Atascosa,93.85549064
Austin,42.43697647
Bailey,67.76906629
Bandera,13.92519305
Bastrop,21.72572319
Baylor,45.61768822
Bee,25.8478147
Bell,41.88767772
Bexar,49.22693264
Blanco,25.71866415
Borden,951.8098918
Bosque,32.39459982
Bowie,39.50534754
Brazoria,42.25852903
Brazos,42.19046775
Brewster,40.33703624
Briscoe,63.13822751
Brooks,50.8205381
Brown,33.97281861
Burleson,81.74005999
Burnet,28.19683592
Caldwell,20.70547485
Calhoun,86.55408296
Callahan,19.93037884
Cameron,23.71637778
Camp,33.22852962
Carson,149.8711503
Cass,25.46897628
Castro,57.78637322
Chambers,50.92407701
Cherokee,29.19138619
Childress,28.38660287
Clay,24.06556279
Cochran,141.7407277
Coke,45.29448584
Coleman,26.3407434
Collin,59.66057391
Collingsworth,34.62950374
Colorado,38.93804271
Comal,36.82715116
Comanche,32.91440177
Concho,41.18374953
Cooke,64.28992198
Coryell,20.29255696
Cottle,69.21852388
Crane,239.0719243
Crockett,438.8269846
Crosby,60.03955586
Culberson,729.9927074
Dallam,71.33712173
Dallas,91.80055945
Dawson,64.37389925
Deaf Smith,72.98364598
Delta,17.81620405
Denton,33.01832334
DeWitt,351.9744355
Dickens,63.59422904
Dimmit,579.5435998
Donley,49.12217195
Duval,39.15914596
Eastland,59.83148643
Ector,79.30796493
Edwards,54.40985325
Ellis,29.40341665
El Paso,34.62382458
Erath,38.834332
Falls,23.09720852
Fannin,20.43805599
Fayette,66.31921038
Fisher,70.43705836
Floyd,57.31886564
Foard,40.89084803
Fort Bend,30.99057584
Franklin,41.54008165
Freestone,69.96235282
Frio,97.61159764
Gaines,159.9405379
Galveston,42.11148471
Garza,61.85695979
Gillespie,32.02198337
Glasscock,3914.709561
Goliad,45.8932525
Gonzales,238.7966412
Gray,48.90077548
Grayson,35.06576125
Gregg,64.0938897
Grimes,38.43381287
Guadalupe,56.67347314
Hale,40.34167881
Hall,25.7646281
Hamilton,25.73492981
Hansford,172.7996344
Hardeman,49.14812929
Hardin,23.11497715
Harris,77.21154134
Harrison,67.72598522
Hartley,161.5688826
Haskell,52.4309528
Hays,28.24874049
Hemphill,272.3443433
Henderson,20.47185852
Hidalgo,24.37412124
Hill,25.50836444
Hockley,99.74023769
Hood,36.23557173
Hopkins,36.51382764
Houston,38.29105254
Howard,188.1105915
Hudspeth,31.30284043
Hunt,36.79642051
Hutchinson,378.7615417
Irion,1132.818602
Jack,76.54334278
Jackson,47.44910341
Jasper,27.54429814
Jeff Davis,32.44226482
Jefferson,93.7045302
Jim Hogg,43.02580894
Jim Wells,44.46452056
Johnson,36.03402855
Jones,24.9537904
Karnes,847.6262452
Kaufman,35.65100289
Kendall,39.96364274
Kenedy,698.8672769
Kent,592.0743802
Kerr,32.06618334
Kimble,30.77109267
King,755.2608696
Kinney,30.73049837
Kleberg,37.82745264
Knox,50.13271436
Lamar,43.07136681
Lamb,57.65557506
Lampasas,20.30391786
La Salle,1039.515948
Lavaca,72.97161181
Lee,53.87436392
Leon,58.65173812
Liberty,22.12997366
Limestone,63.88052093
Lipscomb,220.0831837
Live Oak,165.1803589
Llano,29.5587037
Loving,64575.91216
Lubbock,40.71028551
Lynn,41.47588919
McCulloch,46.48559258
McLennan,48.57592173
McMullen,5103.800274
Madison,49.30383625
Marion,27.76036309
Martin,1724.7812
Mason,28.7957267
Matagorda,55.97218728
Maverick,25.52283959
Medina,17.16373717
Menard,31.04669811
Midland,155.2766818
Milam,25.25785586
Mills,37.61826746
Mitchell,59.14404692
Montague,50.99632353
Montgomery,37.92975058
Moore,79.78736423
Morris,55.7947655
Motley,33.68506494
Nacogdoches,39.85167508
Navarro,30.19095203
Newton,36.99083703
Nolan,64.4803703
Nueces,52.80569075
Ochiltree,152.9759781
Oldham,170.983475
Orange,38.28987469
Palo Pinto,34.79923114
Panola,117.8787054
Parker,27.95729702
Parmer,151.2235827
Pecos,208.0118403
Polk,24.2748874
Potter,65.58333263
Presidio,33.93275963
Rains,15.09253314
Randall,26.08439027
Reagan,1599.96333
Real,21.67040552
Red River,20.03574076
Reeves,816.5120866
Refugio,73.75428571
Roberts,1130.987751
Robertson,120.9635287
Rockwall,29.85794562
Runnels,29.84653174
Rusk,51.98362829
Sabine,25.25794251
San Augustine,123.4764962
San Jacinto,11.8921893
San Patricio,34.18298811
San Saba,29.13316832
Schleicher,57.68402778
Scurry,147.1818939
Shackelford,88.97297297
Shelby,60.86525467
Sherman,101.5617543
Smith,44.30688273
Somervell,130.2641196
Starr,22.02221046
Stephens,57.91483254
Sterling,243.6595092
Stonewall,222.4215976
Sutton,130.4765458
Swisher,69.52394442
Tarrant,52.26472222
Taylor,44.24049121
Terrell,199.954321
Terry,64.48720026
Throckmorton,104.3238032
Titus,49.69504932
Tom Green,44.78876235
Travis,82.21444971
Trinity,15.89665033
Tyler,20.11138877
Upshur,20.52461206
Upton,2026.278526
Uvalde,30.1632135
Val Verde,33.45711195
Van Zandt,18.99519351
Victoria,51.41469122
Walker,27.50809451
Waller,32.97736956
Ward,392.3951661
Washington,59.16122943
Webb,45.10102137
Wharton,44.02166317
Wheeler,212.2088019
Wichita,41.36518546
Wilbarger,58.94607498
Willacy,40.60191142
Williamson,40.36491527
Wilson,20.84337397
Winkler,234.5404988
Wise,55.05289673
Wood,36.40049162
Yoakum,394.1778813
Young,48.18241966
Zapata,57.97045728
Zavala,79.00217228
Beaver,57.83350943
Box Elder,42.88465741
Cache,37.83872627
Carbon,49.42494934
Daggett,112.8008214
Davis,38.63781362
Duchesne,60.9561751
Emery,84.90622813
Garfield,42.09996002
Grand,54.07526327
Iron,28.52481112
Juab,40.64794909
Kane,36.51491468
Millard,59.58342958
Morgan,23.08539645
Piute,35.74269819
Rich,50.70399023
Salt Lake,70.22471211
San Juan,33.29079307
Sanpete,27.79464315
Sevier,42.12485463
Summit,70.98235856
Tooele,24.98732658
Uintah,65.00926423
Utah,38.92434998
Wasatch,24.02779206
Washington,31.16970047
Wayne,35.70198428
Weber,38.04467006
Addison,41.21812708
Bennington,42.88240428
Caledonia,33.87240376
Chittenden,63.98320607
Essex,21.88129612
Franklin,35.20079987
Grand Isle,21.91729958
Lamoille,43.52037952
Orange,26.10371088
Orleans,36.04292788
Rutland,42.14999317
Washington,58.59369135
Windham,51.04367304
Windsor,42.11147743
Accomack,85.76498573
Albemarle,0
Alleghany,0
Amelia,27.73631003
Amherst,24.71133695
Appomattox,18.07153202
Arlington,133.519267
Augusta,0
Bath,52.02351281
Bedford,23.63942344
Bland,37.69094082
Botetourt,38.23075078
Brunswick,48.25783546
Buchanan,47.65487388
Buckingham,32.27583172
Campbell,0
Caroline,19.56967253
Carroll,0
Charles City,26.03314286
Charlotte,22.49631614
Chesterfield,43.87833962
Clarke,32.48073875
Craig,18.8996472
Culpeper,31.72682691
Cumberland,19.28051131
Dickenson,33.73585295
Dinwiddie,0
Essex,32.0818649
Fairfax,0
Fauquier,37.49808896
Floyd,24.52444585
Fluvanna,28.49003643
Franklin,23.49239202
Frederick,0
Giles,27.14792547
Gloucester,22.47315283
Goochland,84.09238124
Grayson,18.07137832
Greene,23.6148182
Greensville,0
Halifax,36.97621486
Hanover,50.01833729
Henrico,76.34108628
Henry,0
Highland,46.78623188
Isle of Wight,43.50292113
James City,0
King and Queen,18.96536551
King George,65.185856
King William,25.85336013
Lancaster,38.11200449
Lee,19.18823977
Loudoun,60.45053043
Louisa,56.47993693
Lunenburg,20.30798199
Madison,26.55230978
Mathews,20.62534122
Mecklenburg,35.91033177
Middlesex,30.85912606
Montgomery,0
Nelson,37.05147356
New Kent,18.76506699
Northampton,39.71337471
Northumberland,39.7256739
Nottoway,31.09175325
Orange,25.41726324
Page,25.9045136
Patrick,24.13004586
Pittsylvania,0
Powhatan,23.11294077
Prince Edward,31.17117786
Prince George,0
Prince William,0
Pulaski,35.31512038
Rappahannock,33.79809394
Richmond,29.1671126
Roanoke,0
Rockbridge,0
Rockingham,0
Russell,26.20574734
Scott,21.0070598
Shenandoah,43.98334598
Smyth,35.02791095
Southampton,0
Spotsylvania,0
Stafford,32.35175272
Surry,167.0295528
Sussex,30.03460546
Tazewell,40.88170393
Warren,44.7686597
Washington,0
Westmoreland,20.32261323
Wise,0
Wythe,59.24409367
York,0
Alexandria City,88.30585469
Bristol City,0
Buena Vista City,0
Charlottesville City,0
Chesapeake City,39.90615162
Colonial Heights City,0
Covington City,0
Danville City,0
Emporia City,0
Fairfax City,0
Falls Church City,0
Franklin City,0
Fredericksburg City,0
Galax City,0
Hampton City,48.57934192
Harrisonburg City,0
Hopewell City,0
Lexington City,0
Lynchburg City,0
Manassas City,0
Manassas Park City,0
Martinsville City,0
Newport News City,67.51662251
Norfolk City,84.68594536
Norton City,0
Petersburg City,0
Poquoson City,0
Portsmouth City,60.36584697
Radford City,0
Richmond City,82.24285733
Roanoke City,67.00094941
Salem City,0
Staunton City,0
Suffolk City,48.47483375
Virginia Beach City,44.63993696
Waynesboro City,0
Williamsburg City,0
Winchester City,0
Adams,46.90996149
Asotin,30.1987531
Benton,51.55911986
Chelan,54.43245779
Clallam,31.03308905
Clark,38.14954084
Columbia,107.397128
Cowlitz,41.48419339
Douglas,42.1016398
Ferry,25.3110762
Franklin,37.84119656
Garfield,64.92410714
Grant,56.60674239
Grays Harbor,33.38896492
Island,33.00588885
Jefferson,30.15444465
King,124.3612614
Kitsap,42.75525112
Kittitas,34.53878964
Klickitat,52.34925009
Lewis,42.77172014
Lincoln,44.93315309
Mason,22.91001835
Okanogan,33.43082366
Pacific,31.62521519
Pend Oreille,44.54092448
Pierce,44.32528453
San Juan,38.95830413
Skagit,58.43029687
Skamania,23.13340045
Snohomish,47.97930777
Spokane,45.70798457
Stevens,24.55976915
Thurston,43.34206589
Wahkiakum,23.70033975
Walla Walla,50.62733647
Whatcom,60.01739366
Whitman,51.31719099
Yakima,39.44432117
Barbour,23.58130648
Berkeley,26.39011055
Boone,30.21126953
Braxton,19.92540494
Brooke,38.86836278
Cabell,47.1710969
Calhoun,16.31508937
Clay,12.57715013
Doddridge,159.0129734
Fayette,23.18189009
Gilmer,22.9504938
Grant,35.84797936
Greenbrier,29.99715452
Hampshire,13.46196001
Hancock,44.90628976
Hardy,27.13324615
Harrison,64.79510771
Jackson,47.41529883
Jefferson,24.72659518
Kanawha,53.85134416
Lewis,41.51139414
Lincoln,10.86605451
Logan,39.15210525
McDowell,30.87936996
Marion,38.36941755
Marshall,91.70065864
Mason,29.86120664
Mercer,26.16237627
Mineral,27.65506623
Mingo,29.30682152
Monongalia,59.1009361
Monroe,15.30197908
Morgan,14.09040942
Nicholas,23.77877995
Ohio,73.00256564
Pendleton,18.45990836
Pleasants,57.84277149
Pocahontas,28.36429591
Preston,18.67341221
Putnam,48.33054977
Raleigh,38.06956803
Randolph,27.1718609
Ritchie,69.57232253
Roane,19.93231786
Summers,15.53322285
Taylor,28.83913715
Tucker,38.1477584
Tyler,76.23558352
Upshur,27.58641064
Wayne,23.15284903
Webster,18.68963017
Wetzel,62.17091553
Wirt,10.00567888
Wood,39.7966144
Wyoming,28.27444188
Adams,22.06361536
Ashland,43.58446141
Barron,44.14533776
Bayfield,26.55357381
Brown,64.08404233
Buffalo,42.32941894
Burnett,31.06732145
Calumet,31.13779622
Chippewa,39.92400443
Clark,38.55110215
Columbia,48.58085221
Crawford,42.69917
Dane,75.90699661
Dodge,37.34006581
Door,42.63463699
Douglas,42.2729991
Dunn,38.36905369
Eau Claire,56.73189593
Florence,28.77433628
Fond du Lac,46.40299609
Forest,32.24518213
Grant,39.77849701
Green,41.08257502
Green Lake,34.80412754
Iowa,45.88761487
Iron,31.14700193
Jackson,44.2910805
Jefferson,48.61544521
Juneau,29.8323619
Kenosha,36.35748789
Kewaunee,38.70404511
La Crosse,54.81545395
Lafayette,39.84650912
Langlade,35.01850697
Lincoln,37.99139956
Manitowoc,49.17142315
Marathon,59.49459094
Marinette,48.04244839
Marquette,25.22836944
Menominee,34.93862894
Milwaukee,57.30835223
Monroe,48.71201318
Oconto,24.49093168
Oneida,41.75341384
Outagamie,54.82320646
Ozaukee,52.13081216
Pepin,35.07557503
Pierce,25.65002817
Polk,33.99609805
Portage,48.19776994
Price,38.37807891
Racine,43.03486507
Richland,38.65453814
Rock,43.0578484
Rusk,36.3746988
St. Croix,33.80313977
Sauk,51.89965484
Sawyer,37.44302721
Shawano,27.91260945
Sheboygan,58.14478491
Taylor,40.11456492
Trempealeau,45.82806673
Vernon,30.31616405
Vilas,37.71502189
Walworth,37.27028489
Washburn,32.66212035
Washington,41.61669312
Waukesha,69.63222631
Waupaca,36.50543712
Waushara,23.08286974
Winnebago,54.2744063
Wood,51.32615073
Albany,36.44577567
Big Horn,42.49094889
Campbell,134.0150111
Carbon,89.00436857
Converse,110.0095182
Crook,41.30906649
Fremont,40.34121989
Goshen,45.47592537
Hot Springs,53.95950088
Johnson,51.97833294
Laramie,52.96748091
Lincoln,40.7958344
Natrona,65.31129776
Niobrara,55.07291667
Park,46.09044848
Platte,62.89631282
Sheridan,41.44366127
Sublette,171.8942641
Sweetwater,89.51894629
Teton,93.10327045
Uinta,44.67706485
Washakie,45.46197791
Weston,45.62175043
